No.,city,country,latitude,longitude,latitude of nearest station,longitude of nearest station,USAF,WBAN,R,pop,R_index
0,Aberdeen,Scotland,57.15,-2.15,57.202,-2.198,30910.0,99999.0,2.17966841042,997.3946,6.537484309611434
1,Adelaide,Australia,-34.916666666666664,138.6,-34.917,138.61700000000002,946750.0,99999.0,1.8947073280900002,1947.089,6.232845888703467
2,Algiers,Algeria,36.833333333333336,3.0,36.783,3.0,603720.0,99999.0,3.39544017399,7923.798000000002,13.238781175705437
3,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,52.309,4.7639999999999985,62400.0,99999.0,2.11867513422,958.3389,6.3178300437158414
4,Ankara,Turkey,39.91666666666666,32.916666666666664,39.95,32.883,171300.0,99999.0,1.6301556119,3006.8720000000008,5.670104000529813
5,Asuncion,Paraguay,-25.25,-57.66666666666666,-25.24,-57.519,862180.0,99999.0,1.14435748113,2652.073,3.9179930103879754
6,Athens,Greece,37.96666666666667,23.716666666666665,37.882,23.735,167160.0,99999.0,1.84517908277,3641.986,6.571526887327571
7,Auckland,New Zealand,-36.86666666666667,174.75,-37.0,174.8,931100.0,99999.0,1.56182658963,2352.75,5.266104941977713
8,Bangkok,Thailand,13.75,100.5,13.733,100.567,484550.0,99999.0,1.08580211551,17298.41,4.60166334210061
9,Barcelona,Spain,41.38333333333333,2.15,41.417,2.133,81800.0,99999.0,1.98608511552,13835.16,8.224409397657382
10,Beijing,China,39.91666666666666,116.41666666666669,40.08,116.585,545110.0,99999.0,3.0917946799,1031.196,9.317933849084708
11,Belem,Brazil,-1.4666666666666668,-48.48333333333333,-1.4169999999999998,-48.433,816800.0,99999.0,1.0724545401899999,5089.703,3.9753506385314092
12,Belfast,Northern Ireland,54.61666666666667,-5.933333333333334,54.618,-5.872999999999998,39240.0,99999.0,2.0903364559599997,2225.252,6.997556645626995
13,Belgrade,Serbia,44.86666666666667,20.53333333333333,44.8,20.467,132740.0,99999.0,2.2269481710599996,7956.94,8.68688089634478
14,Berlin,Germany,52.5,13.416666666666664,52.56,13.288,103820.0,99999.0,2.34012906354,3808.635,8.379729242704961
15,Birmingham,England,52.41666666666666,-1.9166666666666663,52.45399999999999,-1.7480000000000002,35340.0,99999.0,2.10036176404,93.37722,4.147935514987753
16,Bogota,Colombia,4.533333333333333,-74.25,4.702,-74.14699999999998,802220.0,99999.0,1.60221742878,6283.642,6.085671286129942
17,Bombay,India,19.0,72.8,19.089,72.868,430030.0,99999.0,1.6967027842299998,28063.6,7.547203516816043
18,Bordeaux,France,44.83333333333334,-0.5166666666666667,44.828,-0.716,75100.0,99999.0,2.18874740174,886.4697,6.452763388115273
19,Bremen,Germany,53.08333333333334,8.816666666666666,53.048,8.787,102240.0,99999.0,2.2846587667200002,1625.7179999999996,7.336752735497802
20,Brisbane,Australia,-27.48333333333333,153.13333333333333,-27.417,153.067,945780.0,99999.0,1.2955976124200002,2208.305,4.332809668414121
21,Bristol,England,51.46666666666667,-2.583333333333333,51.383,-2.719,37243.0,99999.0,2.1488072911000002,235.375,5.100412299300135
22,Brussels,Belgium,50.86666666666667,4.366666666666666,50.8,4.35,64470.0,99999.0,2.29546430072,8671.658000000001,9.03988783327798
23,Bucharest,Romania,44.41666666666666,26.11666666666667,44.417,26.1,154220.0,99999.0,2.5665095186099998,8773.603000000001,10.120330851893149
24,Budapest,Hungary,47.5,19.08333333333333,47.433,19.183,128430.0,99999.0,2.41788386937,2683.057,8.290420226260915
25,Buenos Aires,Argentina,-34.583333333333336,-58.36666666666667,-34.559,-58.416,875820.0,99999.0,1.1915741787799998,17808.01,5.064952602490528
26,Cairo,Egypt,30.03333333333333,31.35,30.122,31.406,623660.0,99999.0,1.9442296142900002,2920.046,6.737802379356705
27,Calcutta,India,22.566666666666666,88.4,22.533,88.333,428070.0,99999.0,1.5749483531400001,29937.7,7.049835694691984
28,Canton,China,23.11666666666667,113.25,23.392,113.299,592870.0,99999.0,1.6306985787000001,1052.832,4.929228996281235
29,Cape Town,South Africa,-33.916666666666664,18.366666666666667,-33.933,18.417,688190.0,99999.0,1.8680214039400003,2102.78,6.207435726958805
30,Caracas,Venezuela,10.466666666666667,-67.03333333333333,10.603,-66.991,804150.0,99999.0,1.21639333358,410.1387,3.179638013129354
31,Cayenne,French Guiana,4.816666666666666,-52.3,4.82,-52.36,814050.0,99999.0,0.969103998766,288.9242,2.3862097235235122
32,Chihuahua,Mexico,28.61666666666667,-106.08333333333331,28.633000000000006,-106.083,762250.0,99999.0,2.7078203134099996,4161.203,9.800477038567733
33,Chongqing,China,29.766666666666666,106.56666666666666,29.719,106.642,575160.0,99999.0,1.6364238790999999,703.6548,4.660496612000688
34,Copenhagen,Denmark,55.66666666666666,12.566666666666665,55.618,12.656,61800.0,99999.0,2.28817875268,681.3542,6.484721167237278
35,Dakar,Senegal,14.666666666666664,-17.466666666666665,14.74,-17.49,616410.0,99999.0,1.39116833162,17154.54,5.890769294494074
36,Darwin,Australia,-12.466666666666667,130.85,-12.415,130.877,941200.0,99999.0,1.1208168041,960.2501,3.3432131587479317
37,Djibouti,Djibouti,11.5,43.05,11.55,43.133,631252.0,99999.0,1.25382589114,3439.261,4.434269853864162
38,Dublin,Ireland,53.33333333333334,-6.25,53.42100000000001,-6.27,39690.0,99999.0,1.97972272373,345.5192,5.027955853992072
39,Durban,South Africa,-29.88333333333333,30.88333333333333,-29.97,30.951,685880.0,99999.0,1.39106070588,2881.934,4.812840100078295
40,Edinburgh,Scotland,55.91666666666666,-3.1666666666666665,55.933,-3.35,31660.0,99999.0,2.0033138917900004,45.53886,3.3411584423942897
41,Frankfurt,Germany,50.11666666666667,8.683333333333334,50.026,8.543,106370.0,99999.0,2.44845971,1712.43,7.917991506096364
42,Georgetown,Guyana,6.75,-58.25,6.8,-58.15,810010.0,99999.0,1.10088851619,3654.612,3.9224218514388323
43,Glasgow,Scotland,55.83333333333334,-4.25,55.872,-4.433,31400.0,99999.0,2.24607620383,2038.711,7.433543362789485
44,Guatemala City,Guatemala,14.616666666666667,-90.51666666666668,14.583,-90.527,786410.0,99999.0,1.46743182933,2982.488,5.0989210292035345
45,Guayaquil,Ecuador,-2.1666666666666665,-79.93333333333334,-2.157,-79.884,842030.0,99999.0,1.1444436033,1303.387,3.5654069969061184
46,Hamburg,Germany,53.55,10.033333333333333,53.63,9.988,101470.0,99999.0,2.31884169098,2038.828,7.6744235013794855
47,Hammerfest,Norway,70.63333333333334,23.63333333333333,70.683,23.683000000000003,10520.0,99999.0,2.24254054005,12.15164,2.5093578170823614
48,Havana,Cuba,23.13333333333333,-82.38333333333334,22.989,-82.40899999999998,782240.0,99999.0,1.47384065324,1687.26,4.7567312916550675
49,Helsinki,Finland,60.16666666666666,25.0,60.2,24.967,29980.0,99999.0,2.47282478931,3220.401,8.674780116650329
50,Hobart,Tasmania,-42.86666666666667,147.31666666666666,-42.9,147.233,959790.0,99999.0,1.54804061875,0.4202469,0.2358654286407129
51,Hong Kong,China,22.33333333333333,114.18333333333334,22.4,114.2,450390.0,99999.0,1.176793622,12119.65,4.805467246838115
52,Iquique,Chile,-20.166666666666668,-70.11666666666666,-20.535,-70.181,854180.0,99999.0,1.73069942199,103.3251,3.4932243462529917
53,Irkutsk,Russia,52.5,104.33333333333331,52.268,104.389,307100.0,99999.0,3.01114186064,499.1978,8.127498793305664
54,Jakarta,Indonesia,-6.2666666666666675,106.8,-6.183,106.833,967450.0,99999.0,1.1179775963299998,18962.52,4.78261754952087
55,Johannesburg,South Africa,-26.2,28.066666666666666,-26.15,28.0,683610.0,99999.0,1.52190650655,2322.333,5.122906934373795
56,Kingston,Jamaica,17.983333333333334,-76.81666666666666,17.936,-76.788,783970.0,99999.0,1.6052685242700002,1341.31,5.021043689526074
57,Kinshasa,Congo,-4.3,15.283333333333333,-4.317,15.317,642110.0,99999.0,1.52453297633,25125.69,6.708151337252357
58,Kuala Lumpur,Malaysia,3.1333333333333333,101.7,3.131,101.549,486470.0,99999.0,1.0065939213700001,5398.286,3.7569470649486685
59,La Paz,Bolivia,-16.45,-68.36666666666666,-16.512999999999998,-68.192,852010.0,99999.0,1.82039607123,2954.519,6.317928053411617
60,Leeds,England,53.75,-1.5,53.86600000000001,-1.661,33463.0,99999.0,2.13911755097,1334.547,6.686152402015182
61,Lima,Peru,-12.0,-77.03333333333333,-12.022,-77.11399999999998,846280.0,99999.0,1.3127946106100001,9720.381,5.235067780134041
62,Lisbon,Portugal,38.73333333333333,-9.15,38.717,-9.15,85350.0,99999.0,2.09473805053,10569.0,8.429382994098892
63,Liverpool,England,53.41666666666666,-3.0,53.334,-2.85,33233.0,99999.0,2.19977260186,2435.034,7.449933234606409
64,London,England,51.53333333333333,-0.08333333333333333,51.5,-0.117,37700.0,99999.0,2.2618716136700003,11821.71,9.211963056227145
65,Lyons,France,45.75,4.833333333333333,45.727,4.944,74800.0,99999.0,2.21288363412,1924.677,7.268400946549431
66,Madrid,Spain,40.43333333333333,-3.7,40.45,-3.717,82200.0,99999.0,2.54745182734,6176.469,9.656907325586687
67,Manchester,England,53.5,-2.25,53.354,-2.275,33340.0,99999.0,2.22525481694,694.0719,6.324240349765504
68,Manila,Philippines,14.583333333333336,120.95,14.583,120.983,984250.0,99999.0,1.4858209266999998,23782.0,6.502348548394804
69,Marseilles,France,43.33333333333334,5.333333333333333,43.43600000000001,5.214,76500.0,99999.0,1.9507171260299998,1277.097,6.0600272379126165
70,Mazatlan,Mexico,23.2,-106.41666666666669,23.2,-106.417,764580.0,99999.0,1.47690448375,5566.43,5.531974317452709
71,Mecca,Saudi Arabia,21.48333333333333,39.75,21.333,39.967,410320.0,99999.0,1.9092575588900003,259.1088,4.611153026500358
72,Melbourne,Australia,-37.78333333333333,144.96666666666667,-37.833,144.983,959360.0,99999.0,1.5632918490799999,4896.222,5.768468433074414
73,Mexico City,Mexico,19.433333333333334,-99.11666666666666,19.436,-99.072,766793.0,99999.0,2.58909013075,9862.589,10.340916516502352
74,Milan,Italy,45.45,9.166666666666666,45.445,9.277,160800.0,99999.0,2.12153218722,1451.524,6.708546396875116
75,Montevideo,Uruguay,-34.88333333333333,-56.16666666666666,-34.85,-56.2,865850.0,99999.0,1.35911922965,6981.874,5.224500808315717
76,Moscow,Russia,55.75,37.6,55.833,37.617,276120.0,99999.0,2.48555117193,12686.32,10.199135848382777
77,Munich,Germany,48.13333333333333,11.583333333333336,48.354,11.786,108660.0,99999.0,2.32700505423,350.6331,5.924763715433629
78,Nagasaki,Japan,32.8,129.95,32.733000000000004,129.86700000000002,478170.0,99999.0,1.5706504730500002,999.5261,4.712310190658303
79,Nagoya,Japan,35.11666666666667,136.93333333333334,35.167,136.967,476360.0,99999.0,1.637615227,7260.699,6.3228950192403595
80,Nairobi,Kenya,-1.4166666666666667,36.91666666666666,-1.319,36.928,637400.0,99999.0,1.4126951962099998,2135.633,4.703893479228324
81,Nanjing (Nanking),China,32.05,118.88333333333334,31.742,118.862,582380.0,99999.0,1.84602096091,1032.178,5.564230506643261
82,Naples,Italy,40.833333333333336,14.25,40.9,14.3,162890.0,34113.0,1.9152674845400002,3656.205,6.824384006136989
83,New Delhi,India,28.58333333333333,77.2,28.585,77.206,421820.0,99999.0,1.51954910281,4132.13,5.495113609385422
84,Newcastle-on-Tyne,England,54.96666666666667,-1.6166666666666667,55.038,-1.692,32433.0,99999.0,2.03634956434,1251.653,6.308266365036853
85,Odessa,Ukraine,46.45,30.8,46.427,30.676,338370.0,99999.0,2.54346926332,7682.388000000001,9.882784028750233
86,Osaka,Japan,34.53333333333333,135.5,34.596,135.60299999999998,477790.0,99999.0,1.72407145903,6408.274,6.5632104681128585
87,Oslo,Norway,59.95,10.7,59.95,10.717,14920.0,99999.0,2.79143645543,1602.34,8.946625377047644
88,Panama City,Panama,8.966666666666667,-79.53333333333333,8.967,-79.55,783842.0,99999.0,1.3962707750999999,222.3668,3.279866052703444
89,Paramaribo,Suriname,5.75,-55.25,5.811,-55.191,812000.0,99999.0,1.04831441938,2360.229,3.536109317673159
90,Paris,France,48.8,2.333333333333333,48.817,2.333,71560.0,99999.0,2.17809516863,18263.82,9.282203905876642
91,Perth,Australia,-31.95,115.86666666666666,-31.917,115.867,946080.0,99999.0,1.8114704060799998,2350.76,6.107178645641213
92,Plymouth,England,50.41666666666666,-4.083333333333333,50.35,-4.117,38270.0,99999.0,2.4038687455,1853.144,7.856187919565831
93,Port Moresby,Papua New Guinea,-9.416666666666666,147.13333333333333,-9.443,147.22,920350.0,99999.0,0.967127709906,1453.856,3.0588508726064325
94,Prague,Czech Republic,50.08333333333334,14.433333333333335,50.067,14.433,115190.0,99999.0,2.39418645728,2760.349,8.2386860131268
95,Rangoon,Myanmar,16.833333333333332,96.0,16.907,96.133,480970.0,99999.0,1.2408057858700001,9697.321,4.946716151354906
96,Reykjavik,Iceland,64.06666666666666,-21.966666666666665,64.13,-21.941,40300.0,99999.0,2.43331148708,461.7459,6.485608715763902
97,Rio de Janeiro,Brazil,-22.95,-43.2,-22.91,-43.163,837550.0,99999.0,1.26947116182,4247.514,4.605942307930269
98,Rome,Italy,41.9,12.45,41.952,12.499,162350.0,99999.0,1.86085416255,4777.7440000000015,6.846666336313411
99,Salvador,Brazil,-12.933333333333335,-38.45,-13.0,-38.5,866780.0,99999.0,0.9949999276829999,16079.78,4.1852752706852465
100,Santiago,Chile,-33.46666666666667,-70.75,-33.433,-70.683,855770.0,99999.0,1.57285642655,6176.538000000001,5.962408403965961
101,St. Petersburg,Russia,59.93333333333333,30.3,59.8,30.263,260630.0,99999.0,2.63313800823,1254.947,8.160019150395232
102,Sao Paulo,Brazil,-23.516666666666666,-46.51666666666666,-23.432,-46.47,830750.0,99999.0,1.35107710735,4766.436,4.969646484346001
103,Shanghai,China,31.16666666666667,121.46666666666668,31.198,121.336,583670.0,99999.0,2.00778659181,4385.258,7.312547847310033
104,Singapore,Singapore,1.2333333333333334,103.91666666666669,1.36,103.91,486940.0,99999.0,1.15742788568,11169.73,4.685362475156497
105,Sofia,Bulgaria,42.66666666666666,23.33333333333333,42.695,23.406,156140.0,99999.0,2.13325976552,1064.292,6.458377095743434
106,Stockholm,Sweden,59.28333333333333,18.05,59.35,18.067,24840.0,99999.0,2.70711706937,7686.343000000002,10.51925123903057
107,Sydney,Australia,-34.0,151.0,-33.924,150.988,947650.0,99999.0,1.37877996847,608.4972,3.839863213165365
108,Tananarive,Madagascar,-18.83333333333333,47.55,-18.867,47.5,670850.0,99999.0,1.13582244265,8588.923,4.468313302960387
109,Teheran,Iran,35.75,51.75,35.689,51.313,407540.0,99999.0,2.4760348795200002,5396.4540000000015,9.241030016493974
110,Tokyo,Japan,35.666666666666664,139.75,35.683,139.767,476620.0,99999.0,1.61898436394,11452.72,6.571371018034506
111,Tripoli,Libya,32.95,13.2,32.15,13.0,620110.0,99999.0,2.32683776387,4.833547,1.7822011338788093
112,Venice,Italy,45.43333333333333,12.333333333333336,45.433,12.383,161010.0,99999.0,2.25714658577,481.5823,6.057213998238776
113,Veracruz,Mexico,19.166666666666668,-96.16666666666669,19.146,-96.187,766913.0,99999.0,1.3755044460299999,2294.898,4.623005230065771
114,Vienna,Austria,48.23333333333333,16.333333333333332,48.25,16.367,110350.0,99999.0,2.4346592949,3983.11,8.765580114536771
115,Vladivostok,Russia,43.16666666666666,132.0,43.117,131.933,319600.0,99999.0,3.41231675676,1017.559,10.264201682150041
116,Warsaw,Poland,52.23333333333333,21.0,52.166,20.967,123750.0,99999.0,2.87577962451,1867.319,9.407972215841527
117,Zurich,Switzerland,47.35,8.516666666666667,47.383,8.567,66600.0,99999.0,2.30158558274,4702.568,8.452406019755943
